DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"The Art Of Fighting, 2005, 한국, 코미디, 액션, 15세 관람가, 1시간 35분",신한솔,"[백윤식, 재희, 박기웅]","198,248","1,503",537,"{""1"":2212,""2"":9703,""3"":4257,""4"":28148,""5"":12823,""6"":64014,""7"":19001,""8"":42163,""9"":3119,""10"":12808}"
"西遊記 第壹伯零壹回 之 月光寶盒: A Chinese Odyssey Part One - Pandora's Box, 1994, 홍콩, 코미디, 판타지, 15세 관람가, 1시간 28분",유진위,"[주성치, 오맹달, 나가영]","63,298","1,924",518,"{""1"":340,""2"":2858,""3"":270,""4"":3064,""5"":783,""6"":8584,""7"":3704,""8"":18465,""9"":3550,""10"":21680}"
"Kill Bill: Vol. 2, 2004, 미국, 액션, 스릴러, 청소년 관람불가, 2시간 18분",쿠엔틴 타란티노,"[우마 서먼, 데이빗 캐러딘, 대릴 한나]","127,951","4,824",927,"{""1"":655,""2"":3187,""3"":947,""4"":8202,""5"":3371,""6"":27744,""7"":13194,""8"":41047,""9"":7054,""10"":22550}"
"Accepted, 2006, 미국, 코미디, , 1시간 30분",스티브 핑크,"[저스틴 롱, 애덤 허쉬만, 컬럼버스 숏]","57,877","7,270",885,"{""1"":160,""2"":1788,""3"":330,""4"":3347,""5"":1486,""6"":11817,""7"":6622,""8"":18903,""9"":3392,""10"":10032}"
"District 13, 2004, 프랑스, 액션, SF, 15세 관람가, 1시간 24분",피에르 모렐,"[시릴 라파엘리, 데이빗 벨, 비비 나세리]","155,295","6,262",658,"{""1"":448,""2"":2464,""3"":743,""4"":7259,""5"":3700,""6"":35850,""7"":16871,""8"":54104,""9"":6245,""10"":27611}"
"A Tale Of Two Sisters, 2003, 한국, 공포, 스릴러, 12세 관람가, 1시간 58분",김지운,"[임수정, 문근영, 염정아]","228,160","4,192","1,250","{""1"":3285,""2"":13172,""3"":4130,""4"":28545,""5"":10743,""6"":62381,""7"":23717,""8"":55504,""9"":8282,""10"":18401}"
"Summer Wars, 2009, 일본, 애니메이션, 판타지, 전체 관람가, 1시간 53분",호소다 마모루,"[카미키 류노스케, 사쿠라바 나나미, 나카 리이사]","136,954","11,420","1,508","{""1"":774,""2"":3333,""3"":1205,""4"":8179,""5"":4789,""6"":28585,""7"":16403,""8"":42447,""9"":7102,""10"":24137}"
"50 First Dates, 2004, 미국, 로맨틱 코미디, 15세 관람가, 1시간 39분",피터 시걸,"[아담 샌들러, 드류 베리모어, 숀 애스틴]","182,786","15,901","1,211","{""1"":527,""2"":2940,""3"":885,""4"":8498,""5"":4572,""6"":40635,""7"":20294,""8"":62362,""9"":9844,""10"":32229}"
"Actresses, 2009, 한국, 드라마, 12세 관람가, 1시간 44분",이재용,"[김옥빈, 윤여정, 이미숙]","138,449","2,536",587,"{""1"":3234,""2"":14500,""3"":4692,""4"":28075,""5"":10693,""6"":41897,""7"":10405,""8"":18731,""9"":1174,""10"":5048}"
"Sympathy For Mr. Vengeance, 2002, 한국, 스릴러, 범죄, 청소년 관람불가, 2시간 ",박찬욱,"[송강호, 신하균, 배두나]","93,311","12,367","1,326","{""1"":347,""2"":2791,""3"":420,""4"":5634,""5"":1761,""6"":19640,""7"":8794,""8"":31280,""9"":6539,""10"":16105}"
"X-Men, 2000, 미국, 판타지, 액션, 12세 관람가, 1시간 44분",브라이언 싱어,"[패트릭 스튜어트, 휴 잭맨, 이안 맥켈런]","224,275","4,617",727,"{""1"":448,""2"":2410,""3"":706,""4"":7662,""5"":4161,""6"":48750,""7"":24004,""8"":81196,""9"":9280,""10"":45658}"
"Resident Evil, 2002, 독일, 미국, 영국, 공포, SF, 청소년 관람불가, 1시간 40분",폴 W.S. 앤더슨,"[밀라 요보비치, 미셀 로드리게즈, 에릭 마비우스]","157,786","3,264",590,"{""1"":671,""2"":3806,""3"":854,""4"":8807,""5"":3593,""6"":34765,""7"":14088,""8"":51062,""9"":5997,""10"":34143}"
"Paranormal Activity, 2007, 미국, 공포, 청소년 관람불가, 1시간 25분",오렌 펠리,"[케이티 피더스턴, 미카 슬로앳, 애슐리 팰머]","177,563","2,599",950,"{""1"":4576,""2"":15363,""3"":3875,""4"":22830,""5"":8515,""6"":43684,""7"":16307,""8"":38943,""9"":5172,""10"":18298}"
"The Usual Suspects, 1995, 미국, 독일, 스릴러, 청소년 관람불가, 1시간 46분",브라이언 싱어,"[케빈 스페이시, 가브리엘 번, 스티븐 볼드윈]","180,227","29,191","1,815","{""1"":351,""2"":2359,""3"":361,""4"":3589,""5"":1333,""6"":17293,""7"":10389,""8"":59361,""9"":16840,""10"":68351}"
"Jurassic Park III, 2001, 미국, SF, 액션, 12세 관람가, 1시간 32분",조 존스톤,"[마이클 제터, 샘 닐, 윌리암 H. 머시]","108,315","1,132",359,"{""1"":618,""2"":3477,""3"":1204,""4"":10339,""5"":4930,""6"":32512,""7"":9776,""8"":28856,""9"":2471,""10"":14132}"
"Twilight, 2008, 미국, 판타지, 로맨스/멜로, 12세 관람가, 2시간 1분",캐서린 하드윅,"[로버트 패틴슨, 크리스틴 스튜어트, 피터 파시넬리]","418,924","3,077","1,364","{""1"":7009,""2"":19579,""3"":6624,""4"":36507,""5"":16727,""6"":89463,""7"":33573,""8"":103656,""9"":13648,""10"":92138}"
"Moon, 2009, 영국, SF, 스릴러, 12세 관람가, 1시간 37분",던칸 존스,"[샘 록웰, 케빈 스페이시, 말콤 스튜어트]","48,849","12,117",916,"{""1"":122,""2"":1533,""3"":196,""4"":2869,""5"":853,""6"":9515,""7"":5135,""8"":17457,""9"":3163,""10"":8006}"
"Rough Cut, 2008, 한국, 액션, 범죄, 청소년 관람불가, 1시간 52분",장훈,"[소지섭, 강지환, 홍수현]","150,709","4,574",603,"{""1"":1346,""2"":5507,""3"":2255,""4"":15334,""5"":7513,""6"":44156,""7"":15957,""8"":40407,""9"":3846,""10"":14388}"
"Love And Other Drugs, 2010, 미국, 로맨틱 코미디, 청소년 관람불가, 1시간 52분",에드워드 즈윅,"[제이크 질렌할, 앤 해서웨이, 가브리엘 매치]","97,676","7,459",574,"{""1"":485,""2"":3396,""3"":1132,""4"":10246,""5"":4834,""6"":31365,""7"":10945,""8"":24822,""9"":2125,""10"":8326}"
"Don't Believe Her, 2004, 한국, 로맨틱 코미디, 12세 관람가, 1시간 55분",배형준,"[김하늘, 강동원, 임하룡]","181,979","2,477",601,"{""1"":2401,""2"":11252,""3"":4214,""4"":28276,""5"":11873,""6"":59610,""7"":16851,""8"":34518,""9"":2289,""10"":10695}"
"Hoodwinked, 2005, 미국, 애니메이션, 코미디, 전체 관람가, 1시간 20분",코리 에드워즈,"[앤 해서웨이, 강혜정, 글렌 클로즈]","144,831","1,052",426,"{""1"":2002,""2"":8323,""3"":3415,""4"":20772,""5"":9622,""6"":45587,""7"":13367,""8"":27774,""9"":2536,""10"":11433}"
"Romance Of Their Own, 2004, 한국, 로맨스/멜로, 드라마, 12세 관람가, 1시간 53분",김태균,"[강동원, 조한선, 이청아]","299,586","1,884","1,066","{""1"":10034,""2"":34190,""3"":10134,""4"":55424,""5"":19020,""6"":81644,""7"":16299,""8"":45254,""9"":3217,""10"":24370}"
"Monsters, Inc., 2001, 미국, 애니메이션, 코미디, 판타지, 전체 관람가, 1시간 32분",데이빗 실버맨,"[김진태, 이인성, 김옥경]","311,645","8,193","1,184","{""1"":603,""2"":3233,""3"":915,""4"":8567,""5"":4707,""6"":49420,""7"":27569,""8"":110151,""9"":20650,""10"":85830}"
"My Neighbor Totoro, 1988, 일본, 애니메이션, 가족, 판타지, 전체 관람가, 1시간 27분",미야자키 하야오,"[체릴 체이스, 라라 코디, 나탈리 코어]","397,909","11,836","1,545","{""1"":686,""2"":3252,""3"":1102,""4"":9834,""5"":5407,""6"":60537,""7"":31679,""8"":138958,""9"":25588,""10"":120866}"
"The Hunger Games, 2012, 미국, 판타지, 액션, 드라마, 15세 관람가, 2시간 22분",게리 로스,"[제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스]","219,184","8,557","2,055","{""1"":976,""2"":4794,""3"":1571,""4"":12545,""5"":6712,""6"":44753,""7"":27157,""8"":66652,""9"":14015,""10"":40009}"
"Chicago, 2002, 미국, 캐나다, 드라마, 범죄, 15세 관람가, 1시간 53분",롭 마샬,"[르네 젤위거, 캐서린 제타-존스, 리차드 기어]","100,484","12,632",707,"{""1"":291,""2"":2212,""3"":386,""4"":4668,""5"":1724,""6"":19797,""7"":9466,""8"":35404,""9"":6202,""10"":20334}"
"I Am Number Four, 2011, 미국, SF, 액션, 12세 관람가, 1시간 43분",D.J. 카루소,"[알렉스 페티퍼, 티모시 올리펀트, 테레사 팔머]","120,355","2,408",664,"{""1"":1725,""2"":7316,""3"":2914,""4"":18406,""5"":7763,""6"":36027,""7"":10249,""8"":24357,""9"":1890,""10"":9708}"
"Click, 2006, 미국, 코미디, 드라마, 판타지, 12세 관람가, 1시간 47분",프랭크 코라치,"[아담 샌들러, 케이트 베킨세일, 크리스토퍼 월켄]","206,713","5,845","1,093","{""1"":1037,""2"":5598,""3"":2236,""4"":18693,""5"":8911,""6"":59357,""7"":22530,""8"":57697,""9"":7141,""10"":23513}"
"Shaolin Soccer, 2001, 홍콩, 중국, 코미디, 드라마, 15세 관람가, 1시간 27분",주성치,"[주성치, 조미, 오맹달]","301,028",791,"1,284","{""1"":2244,""2"":10261,""3"":3023,""4"":23784,""5"":10582,""6"":75239,""7"":31383,""8"":92049,""9"":9900,""10"":42563}"
"The Scam, 2009, 한국, 드라마, 스릴러, 15세 관람가, 1시간 59분",이호재,"[박용하, 김민정, 김무열]","117,278","1,401",398,"{""1"":959,""2"":5287,""3"":1757,""4"":14824,""5"":6033,""6"":37246,""7"":10840,""8"":28568,""9"":2204,""10"":9560}"
"スウィングガ-ルズ: Swing Girls, 2004, 일본, 코미디, 12세 관람가, 1시간 43분",야구치 시노부,"[타케나카 나오토, 우에노 주리, 히라오카 유타]","116,273","3,641",570,"{""1"":587,""2"":4034,""3"":797,""4"":7874,""5"":3126,""6"":28798,""7"":12638,""8"":39559,""9"":3975,""10"":14885}"
"Final Destination, 2000, 미국, 공포, 스릴러, 청소년 관람불가, 1시간 37분",제임스 왕,"[데본 사와, 알리 라터, 커 스미스]","156,705","1,619",482,"{""1"":1420,""2"":7802,""3"":1511,""4"":14840,""5"":5041,""6"":42951,""7"":14435,""8"":44638,""9"":3576,""10"":20491}"
"Dawn Of The Dead, 2004, 미국, 공포, 스릴러, 청소년 관람불가, 1시간 40분",잭 스나이더,"[사라 폴리, 빙 라메스, 제이크 웨버]","156,910","5,377","1,130","{""1"":1942,""2"":8392,""3"":1190,""4"":9364,""5"":3498,""6"":28222,""7"":13049,""8"":47302,""9"":7888,""10"":36063}"
"The Holiday, 2006, 미국, 로맨틱 코미디, 15세 관람가, 2시간 15분",낸시 마이어스,"[카메론 디아즈, 케이트 윈슬렛, 주드 로]","135,213","13,387",824,"{""1"":351,""2"":2569,""3"":629,""4"":6842,""5"":3486,""6"":31997,""7"":14539,""8"":45453,""9"":6179,""10"":23168}"
"Music And Lyrics, 2007, 미국, 로맨틱 코미디, 12세 관람가, 1시간 43분",마크 로렌스,"[드류 베리모어, 휴 그랜트, 셔만 알퍼트]","256,477","19,448",995,"{""1"":519,""2"":3053,""3"":940,""4"":9400,""5"":5329,""6"":55301,""7"":27264,""8"":94988,""9"":12464,""10"":47219}"
"Infernal Affairs, 2002, 홍콩, 범죄, 스릴러, 드라마, 12세 관람가, 1시간 40분",맥조휘,"[양조위, 유덕화, 황추생]","140,626","12,024","1,018","{""1"":328,""2"":3132,""3"":368,""4"":4805,""5"":1309,""6"":18184,""7"":8172,""8"":48174,""9"":10362,""10"":45792}"
"Saw, 2004, 미국, 공포, 스릴러, 청소년 관람불가, 1시간 40분",제임스 완,"[리 워넬, 켄 렁, 캐리 엘위스]","279,150","2,679","1,364","{""1"":6499,""2"":21484,""3"":2753,""4"":20216,""5"":6204,""6"":50172,""7"":19178,""8"":77282,""9"":13937,""10"":61425}"
"Law Abiding Citizen, 2009, 미국, 액션, 범죄, 15세 관람가, 1시간 47분",F. 게리 그레이,"[제이미 폭스, 제라드 버틀러, 비올라 데이비스]","184,493","6,358",863,"{""1"":555,""2"":3552,""3"":1042,""4"":12139,""5"":5974,""6"":46576,""7"":18584,""8"":61106,""9"":7329,""10"":27636}"
"28 Days Later..., 2002, 네덜란드, 영국, 미국, 공포, 청소년 관람불가, 1시간 53분",대니 보일,"[킬리언 머피, 나오미 해리스, 크리스토퍼 에클리스턴]","174,837","7,806",977,"{""1"":1061,""2"":5407,""3"":976,""4"":9617,""5"":3657,""6"":33865,""7"":14918,""8"":57674,""9"":7897,""10"":39765}"
"Purpose Of Love, 2005, 한국, 로맨틱 코미디, 청소년 관람불가, 2시간 1분",한재림,"[박해일, 강혜정, 박그리나]","173,824","2,987",814,"{""1"":1266,""2"":7208,""3"":2187,""4"":21116,""5"":7465,""6"":56200,""7"":16414,""8"":44064,""9"":3284,""10"":14620}"
"White Chicks, 2004, 미국, 코미디, 액션, 15세 관람가, 1시간 48분",키넌 아이버리 웨이언스,"[존 허드, 숀 웨이언스, 마론 웨이언스]","290,383","5,096","1,236","{""1"":1881,""2"":9305,""3"":2516,""4"":18700,""5"":8019,""6"":55691,""7"":25223,""8"":90766,""9"":13031,""10"":65251}"
"In Time, 2011, 미국, SF, 액션, 스릴러, 12세 관람가, 1시간 49분",앤드류 니콜,"[아만다 사이프리드, 저스틴 팀버레이크, 킬리언 머피]","271,174","7,978","2,428","{""1"":1218,""2"":6633,""3"":2775,""4"":20684,""5"":11582,""6"":61786,""7"":28095,""8"":79143,""9"":13155,""10"":46103}"
"R-Point, 2004, 한국, 공포, 스릴러, 15세 관람가, 1시간 46분",공수창,"[감우성, 손병호, 박원상]","241,097","3,332","1,083","{""1"":3117,""2"":16197,""3"":3377,""4"":30276,""5"":9320,""6"":64315,""7"":22183,""8"":61801,""9"":7589,""10"":22922}"
"Someone Special, 2004, 한국, 로맨틱 코미디, 15세 관람가, 1시간 47분",장진,"[정재영, 이나영, 박선우]","161,057","7,255","1,094","{""1"":711,""2"":5370,""3"":1108,""4"":12926,""5"":4051,""6"":40037,""7"":13820,""8"":51890,""9"":5927,""10"":25217}"
"Radio Star, 2006, 한국, 코미디, 드라마, 12세 관람가, 1시간 55분",이준익,"[김정아, 서소현, 박중훈]","284,091","4,047",874,"{""1"":1113,""2"":6691,""3"":2122,""4"":20997,""5"":9336,""6"":82737,""7"":30300,""8"":90715,""9"":8716,""10"":31364}"
"A Bittersweet Life, 2005, 한국, 범죄, 드라마, 액션, 청소년 관람불가, 2시간 ",김지운,"[이병헌, 김영철, 신민아]","226,248","9,516","1,619","{""1"":492,""2"":3712,""3"":672,""4"":8830,""5"":3141,""6"":40288,""7"":18300,""8"":83840,""9"":13122,""10"":53851}"
"The Incredibles, 2004, 미국, 애니메이션, 액션, 코미디, 전체 관람가, 2시간 1분",브래드 버드,"[크레이그 넬슨, 홀리 헌터, 제이슨 리]","325,966","3,455","1,041","{""1"":792,""2"":5881,""3"":1502,""4"":16629,""5"":7281,""6"":73450,""7"":31536,""8"":111723,""9"":14330,""10"":62842}"
"The Show Must Go On, 2007, 한국, 범죄, 액션, 코미디, 15세 관람가, 1시간 52분",한재림,"[송강호, 박지영, 김소은]","94,207","7,512",742,"{""1"":289,""2"":2203,""3"":500,""4"":6080,""5"":2621,""6"":27029,""7"":11098,""8"":30533,""9"":3026,""10"":10828}"
"The Hunger Games: Catching Fire, 2013, 미국, 판타지, 액션, 15세 관람가, 2시간 26분",프란시스 로렌스,"[제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스]","173,080","13,726","2,257","{""1"":940,""2"":2410,""3"":1462,""4"":6582,""5"":5928,""6"":30283,""7"":26558,""8"":53771,""9"":14255,""10"":30891}"
"Resurrection Of The Little Match Girl, 2002, 한국, 액션, 판타지, SF, 15세 관람가, 2시간 5분",장선우,"[임은경, 현성, 김진표]","5,848",209,332,"{""1"":1661,""2"":2531,""3"":341,""4"":793,""5"":124,""6"":242,""7"":38,""8"":50,""9"":11,""10"":57}"
"From Paris With Love, 2010, 프랑스, 액션, 범죄, 스릴러, 청소년 관람불가, 1시간 34분",피에르 모렐,"[존 트라볼타, 조나단 리스 마이어스, 인 빙]","15,491","1,720",141,"{""1"":98,""2"":549,""3"":317,""4"":1861,""5"":1244,""6"":5099,""7"":1942,""8"":3219,""9"":272,""10"":890}"
"Rob-B-Hood, 2006, 홍콩, 액션, 12세 관람가, 1시간 48분",진목승,"[성룡, 고천락, 응채아]","29,584",571,140,"{""1"":223,""2"":960,""3"":565,""4"":3298,""5"":1931,""6"":9652,""7"":3399,""8"":6758,""9"":567,""10"":2231}"
"Righteous Ties, 2006, 한국, 액션, 범죄, 15세 관람가, 2시간 6분",장진,"[정재영, 정준호, 류승룡]","41,742","1,717",289,"{""1"":541,""2"":1745,""3"":964,""4"":5136,""5"":3249,""6"":12659,""7"":4719,""8"":8652,""9"":930,""10"":3147}"
"座頭市: Zatoichi, 2003, 일본, 액션, 코미디, 범죄, 드라마, 15세 관람가, 1시간 56분",기타노 다케시,"[기타노 다케시, 아사노 타다노부, 오구스 미치요]","23,343","1,541",230,"{""1"":144,""2"":867,""3"":266,""4"":2291,""5"":1036,""6"":7180,""7"":2756,""8"":6656,""9"":624,""10"":1523}"
"Shanghai Knights, 2003, 미국, 홍콩, 액션, 코미디, 12세 관람가, 1시간 50분",데이빗 돕킨,"[성룡, 오웬 윌슨, 톰 피셔]","31,570",392,129,"{""1"":198,""2"":978,""3"":485,""4"":3637,""5"":2218,""6"":11219,""7"":3509,""8"":6966,""9"":445,""10"":1915}"
"A Company Man, 2012, 한국, 액션, 스릴러, 청소년 관람불가, 1시간 36분",임상윤,"[소지섭, 이미연, 곽도원]","117,535","2,865",920,"{""1"":3261,""2"":7575,""3"":4751,""4"":18766,""5"":10926,""6"":32820,""7"":11631,""8"":18240,""9"":2082,""10"":7483}"
"Collateral, 2004, 미국, 범죄, 액션, 스릴러, 15세 관람가, 2시간 ",마이클 만,"[톰 크루즈, 제이미 폭스, 브루스 맥길]","28,480","3,368",432,"{""1"":71,""2"":523,""3"":159,""4"":1890,""5"":987,""6"":8542,""7"":4030,""8"":9063,""9"":1095,""10"":2120}"
"Crows Zero II, 2009, 일본, 액션, 청소년 관람불가, 2시간 13분",미이케 다카시,"[오구리 슌, 야마다 타카유키, 카네코 노부아키]","54,905","1,631",280,"{""1"":702,""2"":2342,""3"":802,""4"":4522,""5"":2198,""6"":12237,""7"":5531,""8"":14716,""9"":2040,""10"":9815}"
"The Tuxedo, 2002, 미국, 액션, 코미디, 15세 관람가, 1시간 39분",케빈 도노반,"[성룡, 제니퍼 러브 휴이트, 제이슨 아이삭스]","98,968",483,391,"{""1"":581,""2"":2911,""3"":1617,""4"":11563,""5"":6823,""6"":34102,""7"":11761,""8"":21809,""9"":1774,""10"":6027}"
"Mission: Impossible II, 2000, 미국, 액션, 로맨스/멜로, 스릴러, 15세 관람가, 2시간 3분",오우삼,"[톰 크루즈, 더그레이 스콧, 탠디 뉴튼]","142,270","2,190",683,"{""1"":578,""2"":2389,""3"":1152,""4"":8217,""5"":4604,""6"":32449,""7"":14804,""8"":49203,""9"":4918,""10"":23956}"
"Drunken Master, 1978, 홍콩, 액션, 코미디, 12세 관람가, 1시간 47분",원화평,"[성룡, 황정리, 원소전]","82,211",895,438,"{""1"":228,""2"":1599,""3"":354,""4"":3576,""5"":1564,""6"":18279,""7"":9134,""8"":31101,""9"":3434,""10"":12942}"
"Hero, 2002, 중국, 액션, 드라마, 15세 관람가, 1시간 49분",장예모,"[이연걸, 양조위, 장만옥]","49,065","1,014",530,"{""1"":168,""2"":1427,""3"":279,""4"":3499,""5"":1316,""6"":13320,""7"":5462,""8"":15846,""9"":2148,""10"":5600}"
"The Transporter 2, 2005, 프랑스, 미국, 액션, 15세 관람가, 1시간 27분",루이스 리터리어,"[케이트 노타, 매튜 모딘, 제이슨 플레밍]","66,035","1,977",254,"{""1"":192,""2"":1297,""3"":413,""4"":3740,""5"":1956,""6"":16697,""7"":6686,""8"":21039,""9"":2016,""10"":11999}"
"Wild Card, 2003, 한국, 액션, 스릴러, 범죄, 청소년 관람불가, 1시간 54분",김유진,"[정진영, 양동근, 한채영]","62,294","1,064",254,"{""1"":266,""2"":1843,""3"":592,""4"":5565,""5"":2510,""6"":18837,""7"":7126,""8"":18396,""9"":1637,""10"":5522}"
"IP MAN 2, 2010, 홍콩, 액션, 드라마, 15세 관람가, 1시간 48분",엽위신,"[견자단, 홍금보, 황효명]","79,968","1,040",313,"{""1"":305,""2"":1717,""3"":591,""4"":5226,""5"":2813,""6"":20937,""7"":8881,""8"":24891,""9"":2670,""10"":11937}"
"The Transporter, 2002, 프랑스, 액션, 스릴러, 범죄, 15세 관람가, 1시간 32분",원규,"[제이슨 스타뎀, 서기, 프랑수아 벨레앙]","133,958","3,071",420,"{""1"":412,""2"":2080,""3"":646,""4"":6065,""5"":3175,""6"":30222,""7"":13892,""8"":46867,""9"":4968,""10"":25631}"
"クロ-ズ Zero: Crows Zero, 2007, 일본, 액션, 15세 관람가, 2시간 9분",미이케 다카시,"[오구리 슌, 야베 쿄스케, 쿠로키 메이사]","95,176","3,154",583,"{""1"":1062,""2"":4822,""3"":1187,""4"":8541,""5"":3334,""6"":21096,""7"":8535,""8"":25776,""9"":3347,""10"":17476}"
"Ninja Assassin, 2009, 미국, 독일, 액션, 스릴러, 청소년 관람불가, 1시간 38분",제임스 맥티그,"[정지훈, 쇼 코스기, 벤 마일즈]","117,973",599,523,"{""1"":4423,""2"":15716,""3"":5027,""4"":26423,""5"":8774,""6"":32083,""7"":6366,""8"":13165,""9"":835,""10"":5161}"
"Transporter 3, 2008, 프랑스, 액션, 15세 관람가, 1시간 43분",올리비에 메가턴,"[제이슨 스타뎀, 나탈리아 루다코바, 프랑수아 벨레앙]","122,243","1,991",324,"{""1"":443,""2"":2482,""3"":718,""4"":7083,""5"":3442,""6"":29402,""7"":11439,""8"":38962,""9"":3973,""10"":24299}"
"Ocean's Eleven, 2001, 미국, 액션, 코미디, 12세 관람가, 1시간 56분",스티븐 소더버그,"[조지 클루니, 맷 데이먼, 앤디 가르시아]","213,870","11,830",863,"{""1"":337,""2"":2117,""3"":550,""4"":6235,""5"":3263,""6"":39063,""7"":21868,""8"":83079,""9"":11186,""10"":46172}"
"The Bourne Legacy, 2012, 미국, 액션, 스릴러, 15세 관람가, 2시간 15분",토니 길로이,"[제레미 레너, 에드워드 노튼, 레이첼 와이즈]","116,419","5,155",892,"{""1"":1062,""2"":4152,""3"":1570,""4"":11218,""5"":5816,""6"":30840,""7"":11228,""8"":31319,""9"":3227,""10"":15987}"
"Crank, 2006, 영국, 미국, 액션, 범죄, 스릴러, 청소년 관람불가, 1시간 26분",브라이언 테일러,"[제이슨 스타뎀, 에이미 스마트, 호세 파블로 칸틸로]","98,031","2,560",518,"{""1"":592,""2"":3383,""3"":933,""4"":8683,""5"":3290,""6"":26200,""7"":9018,""8"":29063,""9"":2451,""10"":14418}"
"Fighter In The Wind, 2004, 한국, 액션, 드라마, 12세 관람가, 2시간 ",양윤호,"[양동근, 히라야마 아야, 가토 마사야]","147,447",722,329,"{""1"":1334,""2"":7199,""3"":2542,""4"":20871,""5"":7914,""6"":47406,""7"":12024,""8"":33258,""9"":2463,""10"":12436}"
"Arahan Jangpung Daejakjeon, 2004, 한국, 액션, 코미디, 판타지, 12세 관람가, 1시간 54분",류승완,"[류승범, 윤소이, 안성기]","232,742",622,748,"{""1"":4710,""2"":18140,""3"":6261,""4"":39288,""5"":15515,""6"":72791,""7"":19817,""8"":41369,""9"":2684,""10"":12167}"
"Kill Bill: Vol. 1, 2003, 미국, 액션, 청소년 관람불가, 1시간 50분",쿠엔틴 타란티노,"[우마 서먼, 루시 리우, 비비카 A. 폭스]","224,403","8,005","1,786","{""1"":1040,""2"":6406,""3"":1343,""4"":13673,""5"":4460,""6"":43303,""7"":18378,""8"":74836,""9"":13797,""10"":47167}"
"The Legend Of Ip Man, 2008, 홍콩, 액션, 드라마, 12세 관람가, 1시간 46분",엽위신,"[견자단, 웅대림, 임달화]","163,441","1,864",568,"{""1"":483,""2"":3771,""3"":725,""4"":8917,""5"":3269,""6"":37521,""7"":14600,""8"":56720,""9"":6352,""10"":31083}"
"The Hobbit : The Desolation of Smaug, 2013, 미국, 뉴질랜드, 판타지, 액션, 12세 관람가, 2시간 41분",피터 잭슨,"[베네딕트 컴버배치, 마틴 프리먼, 이안 맥켈런]","162,063","9,232","2,354","{""1"":829,""2"":2164,""3"":1122,""4"":5833,""5"":4951,""6"":27169,""7"":23248,""8"":51827,""9"":13236,""10"":31684}"
"中天: The Restless, 2006, 한국, 판타지, 액션, 드라마, 12세 관람가, 1시간 42분",조동오,"[정우성, 김태희, 김광일]","26,413",151,330,"{""1"":3193,""2"":4722,""3"":2979,""4"":6475,""5"":2783,""6"":3977,""7"":983,""8"":870,""9"":120,""10"":311}"
"The Hobbit: The Battle of the Five Armies, 2014, 미국, 뉴질랜드, 판타지, 12세 관람가, 2시간 24분",피터 잭슨,"[이안 맥켈런, 마틴 프리먼, 리처드 아미티지]","92,687","6,510","4,223","{""1"":425,""2"":772,""3"":621,""4"":2412,""5"":3724,""6"":13730,""7"":18398,""8"":26978,""9"":11070,""10"":14557}"
"The Promise, 2005, 한국, 미국, 중국, 판타지, 액션, 12세 관람가, 1시간 41분",천카이거,"[장동건, 장백지, 사나다 히로유키]","5,841",52,146,"{""1"":267,""2"":924,""3"":373,""4"":1839,""5"":418,""6"":1368,""7"":183,""8"":372,""9"":20,""10"":77}"
"The Fox Family, 2006, 한국, 판타지, 코미디, 15세 관람가, 1시간 42분",이형곤,"[주현, 박준규, 하정우]","6,237",164,75,"{""1"":333,""2"":1254,""3"":486,""4"":1986,""5"":497,""6"":1197,""7"":125,""8"":266,""9"":11,""10"":82}"
"A Chinese Ghost Story II: The Story Continues, 1990, 홍콩, 판타지, 공포, 로맨스/멜로, 15세 관람가, 1시간 43분",정소동,"[장국영, 왕조현, 우마]","24,626",824,120,"{""1"":95,""2"":628,""3"":153,""4"":1693,""5"":609,""6"":6279,""7"":2182,""8"":8119,""9"":764,""10"":4104}"
"A Chinese Ghost Story, 2011, 중국, 판타지, 로맨스/멜로, 12세 관람가, 1시간 38분",엽위신,"[고천락, 유역비, 여소군]","42,300","1,245",233,"{""1"":416,""2"":1885,""3"":605,""4"":4288,""5"":1672,""6"":11018,""7"":3636,""8"":12172,""9"":1142,""10"":5466}"
"Harry Potter And The Prisoner Of Azkaban, 2004, 미국, 영국, 판타지, 액션, 전체 관람가, 2시간 21분",알폰소 쿠아론,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","394,171","2,105","1,043","{""1"":1042,""2"":5263,""3"":1570,""4"":14327,""5"":8259,""6"":79718,""7"":38596,""8"":127502,""9"":19206,""10"":98688}"
"Pirates Of The Caribbean: The Curse Of The Black Pearl, 2003, 미국, 판타지, 액션, 12세 관람가, 2시간 23분",고어 버빈스키,"[조니 뎁, 키이라 나이틀리, 올랜도 블룸]","423,345","4,206",957,"{""1"":844,""2"":4107,""3"":1318,""4"":12273,""5"":6584,""6"":71414,""7"":37118,""8"":152547,""9"":22672,""10"":114468}"
"Spider-Man, 2002, 미국, 판타지, 액션, 12세 관람가, 2시간 1분",샘 레이미,"[토비 맥과이어, 커스틴 던스트, 윌렘 데포]","402,779","2,607","1,065","{""1"":867,""2"":4534,""3"":1565,""4"":15482,""5"":7888,""6"":90523,""7"":41481,""8"":146969,""9"":16575,""10"":76895}"
