DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"The War Of Flower, 2006, 한국, 드라마, 코미디, 범죄, 청소년 관람불가, 2시간 19분",최동훈,"[조승우, 김혜수, 백윤식]","551,793","11,022","2,772","{""1"":1029,""2"":4894,""3"":1397,""4"":12728,""5"":6296,""6"":72187,""7"":37583,""8"":194552,""9"":42457,""10"":178670}"
"Les Miserables, 2012, 영국, 드라마, 12세 관람가, 2시간 38분",톰 후퍼,"[휴 잭맨, 러셀 크로우, 앤 해서웨이]","489,927","22,608","3,372","{""1"":2102,""2"":8575,""3"":2495,""4"":18832,""5"":9226,""6"":69309,""7"":39843,""8"":141971,""9"":40543,""10"":157031}"
"Inception, 2010, 미국, 영국, SF, 스릴러, 액션, 12세 관람가, 2시간 27분",크리스토퍼 놀란,"[레오나르도 디카프리오, 마리옹 꼬띠아르 , 조셉 고든-레빗]","681,147","17,687","5,611","{""1"":1097,""2"":5343,""3"":1240,""4"":12198,""5"":4775,""6"":56787,""7"":27057,""8"":176077,""9"":67453,""10"":329120}"
"Jeon Woochi : The Taoist Wizard, 2009, 한국, 판타지, 액션, 12세 관람가, 2시간 16분",최동훈,"[강동원, 김윤석, 임수정]","522,540","1,996","1,765","{""1"":3950,""2"":18869,""3"":7335,""4"":58579,""5"":27105,""6"":162763,""7"":50842,""8"":129041,""9"":11155,""10"":52901}"
"War of the Arrows, 2011, 한국, 전쟁, 액션, 청소년 관람불가, 2시간 2분",김한민,"[박해일, 류승룡, 문채원]","467,371","3,811","1,713","{""1"":2354,""2"":8696,""3"":3551,""4"":27650,""5"":15091,""6"":113286,""7"":50748,""8"":156453,""9"":19304,""10"":70238}"
"Transformers, 2007, 미국, SF, 액션, 12세 관람가, 2시간 15분",마이클 베이,"[피터 쿨렌, 휴고 위빙, 마크 라이언]","546,960","1,917","1,881","{""1"":2454,""2"":9318,""3"":2834,""4"":21965,""5"":10007,""6"":88064,""7"":40146,""8"":178142,""9"":27999,""10"":166031}"
"Mission: Impossible: Ghost Protocol, 2011, 미국, 액션, 스릴러, 15세 관람가, 2시간 12분",브래드 버드,"[톰 크루즈, 제레미 레너, 레아 세이두]","375,748","6,091","1,510","{""1"":568,""2"":3140,""3"":889,""4"":10022,""5"":5609,""6"":64468,""7"":36958,""8"":145229,""9"":22227,""10"":86638}"
"Transformers: Dark Of The Moon, 2011, 미국, SF, 12세 관람가, 2시간 32분",마이클 베이,"[제임스 에이버리, 레너드 니모이, 휴고 위빙]","454,683","1,730","1,406","{""1"":5155,""2"":17557,""3"":6281,""4"":40058,""5"":17394,""6"":101756,""7"":30178,""8"":118686,""9"":10829,""10"":106789}"
"The Art Of Seduction, 2005, 한국, 로맨틱 코미디, 15세 관람가, 1시간 40분",오기환,"[손예진, 송일국, 안선영]","168,902","1,504",305,"{""1"":1807,""2"":10445,""3"":3380,""4"":28714,""5"":10207,""6"":59417,""7"":12146,""8"":32062,""9"":1427,""10"":9297}"
"Dancing Princess, 2005, 한국, 로맨스/멜로, 코미디, 12세 관람가, 1시간 50분",박영훈,"[문근영, 박건형, 박원상]","129,124",704,270,"{""1"":2332,""2"":8660,""3"":4431,""4"":24145,""5"":11649,""6"":43707,""7"":11101,""8"":17596,""9"":1305,""10"":4198}"
"Very Ordinary Couple (V.O.C.), 2012, 한국, 로맨스/멜로, 청소년 관람불가, 1시간 52분",노덕,"[김민희, 이민기, 최무성]","276,007","11,743","2,121","{""1"":1750,""2"":7476,""3"":2928,""4"":21556,""5"":11510,""6"":74257,""7"":35296,""8"":78239,""9"":11101,""10"":31894}"
"Goodbye Mom, 2009, 한국, 드라마, 코미디, 15세 관람가, 1시간 50분",정기훈,"[최강희, 김영애, 배수빈]","70,928","2,914",275,"{""1"":496,""2"":2176,""3"":905,""4"":6278,""5"":3488,""6"":20308,""7"":8330,""8"":18923,""9"":2391,""10"":7633}"
"As One, 2012, 한국, 드라마, 12세 관람가, 2시간 7분",문현성,"[하지원, 배두나, 최윤영]","156,550","2,406",597,"{""1"":1486,""2"":6002,""3"":2356,""4"":15451,""5"":8063,""6"":44124,""7"":15859,""8"":39419,""9"":4720,""10"":19070}"
"Ghost House, 2004, 한국, 코미디, 판타지, 12세 관람가, 2시간 3분",김상진,"[차승원, 장서희, 장현성]","287,777",345,686,"{""1"":6039,""2"":23786,""3"":9523,""4"":52351,""5"":22698,""6"":90296,""7"":23450,""8"":43081,""9"":3163,""10"":13390}"
"The Bourne Ultimatum, 2007, 미국, 독일, 액션, 스릴러, 12세 관람가, 1시간 55분",폴 그린그래스,"[맷 데이먼, 줄리아 스타일즈, 데이빗 스트라탄]","295,293","13,741","1,423","{""1"":590,""2"":2944,""3"":576,""4"":6233,""5"":2625,""6"":34826,""7"":17874,""8"":100119,""9"":20776,""10"":108730}"
"Troy, 2004, 미국, 판타지, 액션, 15세 관람가, 2시간 43분",볼프강 페터젠,"[숀 빈, 브렌단 글리슨, 세프론 버로우스]","217,565","4,352",735,"{""1"":401,""2"":3087,""3"":989,""4"":10958,""5"":5474,""6"":55656,""7"":22994,""8"":75668,""9"":8682,""10"":33656}"
"300, 2006, 미국, 액션, 판타지, 청소년 관람불가, 1시간 56분",잭 스나이더,"[제라드 버틀러, 레나 헤디, 데이빗 웬햄]","355,913","6,086","1,514","{""1"":1440,""2"":6738,""3"":1864,""4"":15872,""5"":7497,""6"":67048,""7"":30713,""8"":121460,""9"":17955,""10"":85326}"
"Another Public Enemy, 2005, 한국, 드라마, 범죄, 15세 관람가, 2시간 28분",강우석,"[설경구, 정준호, 강신일]","190,912","1,471",419,"{""1"":1503,""2"":8438,""3"":2570,""4"":23439,""5"":8152,""6"":56781,""7"":15136,""8"":50392,""9"":3013,""10"":21488}"
"200 Pounds Beauty, 2006, 한국, 로맨틱 코미디, 드라마, 12세 관람가, 2시간 ",김용화,"[김아중, 주진모, 김현숙]","610,004",991,"1,342","{""1"":2951,""2"":13890,""3"":5783,""4"":50662,""5"":25860,""6"":185491,""7"":62480,""8"":179537,""9"":14802,""10"":68548}"
"Harry Potter And The Deathly Hallows: Part 2, 2011, 영국, 미국, 판타지, 액션, 전체 관람가, 2시간 11분",데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","392,068","3,909","1,673","{""1"":1233,""2"":6748,""3"":1621,""4"":16109,""5"":7216,""6"":68095,""7"":29988,""8"":117669,""9"":22479,""10"":120910}"
"The Twilight Saga: New Moon, 2009, 미국, 판타지, 로맨스/멜로, 액션, 12세 관람가, 2시간 10분",크리스 웨이츠,"[로버트 패틴슨, 크리스틴 스튜어트, 엘리자베스 리저]","305,009","2,158",650,"{""1"":6200,""2"":19513,""3"":5916,""4"":34811,""5"":13350,""6"":71232,""7"":20794,""8"":67326,""9"":6664,""10"":59203}"
"Men In Black II, 2002, 미국, SF, 코미디, 12세 관람가, 1시간 28분",베리 소넨필드,"[토미 리 존스, 윌 스미스, 조니 녹스빌]","284,963","4,557",487,"{""1"":617,""2"":2906,""3"":1405,""4"":13074,""5"":7553,""6"":67954,""7"":31338,""8"":99446,""9"":10194,""10"":50476}"
"A Moment To Remember, 2004, 한국, 로맨스/멜로, 드라마, 12세 관람가, 1시간 57분",이재한,"[정우성, 손예진, 이선진]","316,022","12,188","1,049","{""1"":1367,""2"":6501,""3"":2106,""4"":18641,""5"":8344,""6"":69558,""7"":27238,""8"":100181,""9"":14607,""10"":67479}"
"X-Men: The Last Stand, 2006, 미국, SF, 액션, 12세 관람가, 1시간 43분",브렛 래트너,"[휴 잭맨, 할리 베리, 이안 맥켈런]","246,529","3,458",839,"{""1"":1135,""2"":5077,""3"":1906,""4"":14922,""5"":7726,""6"":58014,""7"":21257,""8"":78144,""9"":8019,""10"":50329}"
"Wanted, 2008, 미국, 독일, 액션, 범죄, 스릴러, 청소년 관람불가, 1시간 50분",티무르 베크맘베토브,"[제임스 맥어보이, 모건 프리먼, 안젤리나 졸리]","267,642","6,016","1,368","{""1"":710,""2"":3716,""3"":1478,""4"":14078,""5"":7938,""6"":65697,""7"":30224,""8"":92216,""9"":11300,""10"":40285}"
"When Romance Meets Destiny, 2005, 한국, 로맨틱 코미디, 15세 관람가, 1시간 44분",김현석,"[김주혁, 봉태규, 정경호]","130,176","1,526",387,"{""1"":2046,""2"":11076,""3"":3310,""4"":26286,""5"":8135,""6"":44937,""7"":8562,""8"":19937,""9"":929,""10"":4958}"
"Seven Days, 2007, 한국, 스릴러, 범죄, 청소년 관람불가, 2시간 5분",원신연,"[김윤진, 박희순, 김미숙]","201,751","4,186",483,"{""1"":810,""2"":4710,""3"":1437,""4"":14485,""5"":6533,""6"":55083,""7"":20186,""8"":64848,""9"":6929,""10"":26730}"
"Petty Romance, 2010, 한국, 로맨틱 코미디, 청소년 관람불가, 1시간 58분",김정훈,"[이선균, 최강희, 오정세]","134,613","2,148",401,"{""1"":1765,""2"":8106,""3"":3068,""4"":21359,""5"":9245,""6"":45311,""7"":10784,""8"":25576,""9"":1402,""10"":7997}"
"The Twilight Saga: Eclipse, 2010, 미국, 판타지, 로맨스/멜로, 스릴러, 12세 관람가, 2시간 4분",데이비드 슬레이드,"[로버트 패틴슨, 크리스틴 스튜어트, 테일러 로트너]","256,344","2,555",537,"{""1"":5035,""2"":13582,""3"":4718,""4"":24139,""5"":11133,""6"":57661,""7"":19493,""8"":59188,""9"":6726,""10"":54669}"
"Thirst, 2009, 한국, 스릴러, 로맨스/멜로, 청소년 관람불가, 2시간 13분",박찬욱,"[송강호, 김옥빈, 송영창]","197,323","9,820","1,583","{""1"":2389,""2"":12643,""3"":3493,""4"":29597,""5"":9715,""6"":57335,""7"":18253,""8"":41282,""9"":6985,""10"":15631}"
"Sherlock Holmes: A Game of Shadows, 2011, 미국, 액션, 스릴러, 15세 관람가, 2시간 8분",가이 리치,"[로버트 다우니 주니어, 주드 로, 누미 라파스]","264,208","11,493",875,"{""1"":903,""2"":4476,""3"":1815,""4"":15694,""5"":8240,""6"":62224,""7"":26515,""8"":84128,""9"":10246,""10"":49967}"
"All For Love, 2005, 한국, 로맨틱 코미디, 15세 관람가, 2시간 9분",민규동,"[주현, 오미희, 엄정화]","103,103","2,610",243,"{""1"":768,""2"":4297,""3"":1380,""4"":11701,""5"":4954,""6"":33670,""7"":9227,""8"":25317,""9"":1985,""10"":9804}"
"Taken, 2008, 프랑스, 액션, 범죄, 스릴러, 청소년 관람불가, 1시간 33분",피에르 모렐,"[리암 니슨, 매기 그레이스, 릴랜드 오서]","504,155","10,691","2,479","{""1"":810,""2"":3560,""3"":1212,""4"":9885,""5"":6790,""6"":64469,""7"":41272,""8"":177774,""9"":36431,""10"":161952}"
"SECTOR 7, 2011, 한국, SF, 스릴러, 액션, 15세 관람가, 1시간 52분",김지훈,"[하지원, 안성기, 오지호]","85,970",419,"1,309","{""1"":11691,""2"":27785,""3"":4643,""4"":19770,""5"":3606,""6"":12434,""7"":1505,""8"":3262,""9"":127,""10"":1147}"
"2011, 한국, 코미디, 액션, 15세 관람가, 1시간 43분",정태원,"[김수미, 신현준, 탁재훈]","41,326",174,284,"{""1"":2547,""2"":11235,""3"":1326,""4"":8706,""5"":1567,""6"":8660,""7"":1205,""8"":4092,""9"":182,""10"":1806}"
"Howl's Moving Castle, 2004, 일본, 애니메이션, 판타지, 전체 관람가, 1시간 59분",미야자키 하야오,"[손정아, 김영선, 성선녀]","621,710","8,440","2,929","{""1"":849,""2"":4270,""3"":1260,""4"":11534,""5"":6018,""6"":67738,""7"":38635,""8"":200281,""9"":49771,""10"":241354}"
"火車, 2012, 한국, 스릴러, 15세 관람가, 1시간 57분",변영주,"[이선균, 김민희, 조성하]","238,893","6,417","1,415","{""1"":1388,""2"":9240,""3"":2371,""4"":25068,""5"":9004,""6"":72305,""7"":26103,""8"":67941,""9"":6352,""10"":19121}"
"Love 911, 2012, 한국, 로맨스/멜로, 드라마, 15세 관람가, 2시간 ",정기훈,"[고수, 한효주, 김성오]","319,169","5,985","1,229","{""1"":2732,""2"":9887,""3"":4211,""4"":24982,""5"":13953,""6"":79820,""7"":30795,""8"":89648,""9"":10418,""10"":52723}"
"I Am Legend, 2007, 미국, SF, 드라마, 스릴러, 12세 관람가, 1시간 37분",프란시스 로렌스,"[윌 스미스, 앨리스 브라가, 찰리 타핸]","351,919","4,480","1,305","{""1"":1233,""2"":6567,""3"":2391,""4"":23664,""5"":11670,""6"":91979,""7"":37857,""8"":111891,""9"":13859,""10"":50808}"
"Maundy Thursday, 2006, 한국, 드라마, 로맨스/멜로, 15세 관람가, 2시간 ",송해성,"[강동원, 이나영, 강신일]","310,933","9,237",906,"{""1"":1520,""2"":6207,""3"":2551,""4"":20384,""5"":10947,""6"":78362,""7"":32030,""8"":93701,""9"":12611,""10"":52620}"
"Meet the In-Laws, 2011, 한국, 코미디, 12세 관람가, 1시간 58분",김진영,"[송새벽, 이시영, 백윤식]","186,976","1,430",555,"{""1"":2742,""2"":13227,""3"":4109,""4"":28346,""5"":11398,""6"":57359,""7"":16272,""8"":37956,""9"":2790,""10"":12777}"
"Mapado, 2005, 한국, 코미디, 15세 관람가, 1시간 45분",추창민,"[이정진, 이문식, 김수미]","160,003",446,295,"{""1"":3473,""2"":12905,""3"":5226,""4"":30132,""5"":12631,""6"":52360,""7"":12181,""8"":23059,""9"":1423,""10"":6613}"
"The Concubine, 2012, 한국, 스릴러, 로맨스/멜로, 청소년 관람불가, 2시간 2분",김대승,"[조여정, 김동욱, 김민준]","174,162","1,499",575,"{""1"":5149,""2"":21595,""3"":6809,""4"":41009,""5"":12107,""6"":48434,""7"":7511,""8"":19064,""9"":1117,""10"":11367}"
"Marrying The Mafia 3, 2006, 한국, 코미디, 15세 관람가, 2시간 8분",정용기,"[신현준, 탁재훈, 김원희]","49,501",117,239,"{""1"":2294,""2"":10874,""3"":1974,""4"":11614,""5"":2424,""6"":12501,""7"":1543,""8"":4559,""9"":156,""10"":1562}"
"2010, 한국, 로맨틱 코미디, 드라마, 12세 관람가, 1시간 57분",김현석,"[엄태웅, 이민정, 박신혜]","456,538","4,263","1,177","{""1"":3048,""2"":14707,""3"":5768,""4"":46945,""5"":21668,""6"":143152,""7"":43401,""8"":122528,""9"":9588,""10"":45733}"
"The Twilight Saga: Breaking Dawn - Part 2, 2012, 미국, 판타지, 로맨스/멜로, 15세 관람가, 1시간 55분",빌 콘돈,"[로버트 패틴슨, 크리스틴 스튜어트, 테일러 로트너]","252,706","3,936",781,"{""1"":4942,""2"":12249,""3"":3923,""4"":19566,""5"":9128,""6"":47668,""7"":19253,""8"":61383,""9"":9336,""10"":65258}"
"Mr. & Mrs. Smith, 2005, 미국, 액션, 로맨스/멜로, 15세 관람가, 1시간 59분",더그 라이만,"[브래드 피트, 안젤리나 졸리, 애덤 브로디]","344,494","6,876","1,002","{""1"":666,""2"":4028,""3"":1533,""4"":16819,""5"":9550,""6"":90918,""7"":38726,""8"":120299,""9"":11944,""10"":50011}"
"Harry Potter And The Deathly Hallows: Part 1, 2010, 영국, 미국, 판타지, 액션, 전체 관람가, 2시간 26분",데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","361,243","2,977",785,"{""1"":1252,""2"":6389,""3"":1768,""4"":16135,""5"":8544,""6"":71666,""7"":33381,""8"":109264,""9"":16768,""10"":96076}"
"Salt, 2010, 미국, 액션, 스릴러, 15세 관람가, 1시간 39분",필립 노이스,"[안젤리나 졸리, 리브 슈라이버, 치웨텔 에지오포]","202,369","3,651",698,"{""1"":976,""2"":5376,""3"":2276,""4"":20762,""5"":10056,""6"":65778,""7"":20440,""8"":54182,""9"":4395,""10"":18128}"
"2010, 한국, 드라마, 청소년 관람불가, 2시간 4분",김대우,"[조여정, 김주혁, 류승범]","253,594","1,728",753,"{""1"":4279,""2"":15951,""3"":6782,""4"":42049,""5"":16806,""6"":82194,""7"":18548,""8"":44029,""9"":3080,""10"":19876}"
"Sympathy For Lady Vengeance, 2005, 한국, 스릴러, 드라마, 청소년 관람불가, 1시간 52분",박찬욱,"[이영애, 최민식, 김시후]","275,442","12,673","1,792","{""1"":1428,""2"":9550,""3"":1982,""4"":23294,""5"":6934,""6"":71763,""7"":26082,""8"":85645,""9"":13216,""10"":35548}"
"2011, 한국, 액션, 15세 관람가, 1시간 55분",조범구,"[이민기, 강예원, 김인권]","341,313","1,008","1,016","{""1"":8613,""2"":29830,""3"":9764,""4"":56660,""5"":22632,""6"":97289,""7"":24693,""8"":61267,""9"":4324,""10"":26241}"
"Pirates Of The Caribbean: On Stranger Tides, 2011, 미국, 판타지, 액션, 12세 관람가, 2시간 17분",롭 마샬,"[조니 뎁, 페넬로페 크루즈, 제프리 러쉬]","341,778","4,488",754,"{""1"":1083,""2"":5168,""3"":1930,""4"":16891,""5"":9544,""6"":72560,""7"":30515,""8"":109766,""9"":12911,""10"":81410}"
"The Island, 2005, 미국, SF, 액션, 12세 관람가, 2시간 16분",마이클 베이,"[이완 맥그리거, 스칼렛 요한슨, 스티브 부세미]","324,165","7,397","1,369","{""1"":584,""2"":3193,""3"":1214,""4"":12313,""5"":7469,""6"":72485,""7"":38345,""8"":123842,""9"":17411,""10"":47309}"
"Harry Potter And The Goblet Of Fire, 2005, 영국, 미국, 판타지, 액션, 12세 관람가, 2시간 36분",마이크 뉴웰,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","402,049","1,923",829,"{""1"":1221,""2"":6264,""3"":1764,""4"":16788,""5"":9101,""6"":83216,""7"":37631,""8"":127363,""9"":17778,""10"":100923}"
"The Lord Of The Rings: The Fellowship Of The Ring, 2001, 뉴질랜드, 미국, 판타지, 액션, 12세 관람가, 2시간 58분",피터 잭슨,"[일라이저 우드, 비고 모텐슨, 올랜도 블룸]","396,201","5,073","1,511","{""1"":1202,""2"":6398,""3"":1256,""4"":12785,""5"":4574,""6"":53262,""7"":23963,""8"":123927,""9"":27965,""10"":140869}"
"7th Grade Civil Servant, 2009, 한국, 코미디, 액션, 12세 관람가, 1시간 52분",신태라,"[김하늘, 강지환, 류승룡]","390,745","1,619",735,"{""1"":4240,""2"":19592,""3"":7025,""4"":51750,""5"":22416,""6"":128972,""7"":33274,""8"":87580,""9"":5537,""10"":30359}"
"Sex Is Zero, 2002, 한국, 코미디, 청소년 관람불가, 1시간 36분",윤제균,"[임창정, 하지원, 진재영]","208,478",535,466,"{""1"":6031,""2"":22036,""3"":6094,""4"":38023,""5"":11816,""6"":59923,""7"":12028,""8"":35625,""9"":1881,""10"":15021}"
"Typhoon, 2005, 한국, 액션, 전쟁, 스릴러, 15세 관람가, 2시간 4분",곽경택,"[장동건, 이정재, 이미연]","66,575",719,298,"{""1"":1611,""2"":7978,""3"":2695,""4"":17459,""5"":5224,""6"":20102,""7"":3172,""8"":6348,""9"":300,""10"":1686}"
"The Dark Knight, 2008, 미국, 판타지, 액션, 15세 관람가, 2시간 32분",크리스토퍼 놀란,"[크리스찬 베일, 히스 레저, 아론 에크하트]","576,030","11,158","4,430","{""1"":1043,""2"":5123,""3"":1173,""4"":10993,""5"":4463,""6"":51755,""7"":23660,""8"":148340,""9"":47656,""10"":281824}"
"Night At The Museum, 2006, 미국, 영국, 판타지, 코미디, 전체 관람가, 1시간 48분",숀 레비,"[벤 스틸러, 로빈 윌리엄스, 오웬 윌슨]","419,964","1,874",928,"{""1"":1419,""2"":8618,""3"":3285,""4"":33362,""5"":16162,""6"":130682,""7"":48925,""8"":120836,""9"":11524,""10"":45151}"
"Pirates Of The Caribbean: Dead Man's Chest, 2006, 미국, 판타지, 액션, 12세 관람가, 2시간 23분",고어 버빈스키,"[조니 뎁, 키이라 나이틀리, 올랜도 블룸]","416,282","4,331",742,"{""1"":893,""2"":4599,""3"":1429,""4"":13954,""5"":7441,""6"":77279,""7"":36906,""8"":147910,""9"":19370,""10"":106501}"
"SILENCED, 2011, 한국, 드라마, 스릴러, 청소년 관람불가, 2시간 5분",황동혁,"[공유, 정유미, 장광]","423,056","5,850","1,263","{""1"":2710,""2"":11572,""3"":2919,""4"":27399,""5"":12423,""6"":107641,""7"":42216,""8"":133581,""9"":16536,""10"":66059}"
"Detective K, 2011, 한국, 코미디, 액션, 12세 관람가, 1시간 55분",김석윤,"[김명민, 오달수, 한지민]","338,431","2,476","1,057","{""1"":2897,""2"":13373,""3"":4927,""4"":39823,""5"":17560,""6"":107866,""7"":32867,""8"":82527,""9"":6798,""10"":29793}"
"The Amazing Spider-Man, 2012, 미국, 액션, 판타지, 12세 관람가, 2시간 16분",마크 웹,"[앤드류 가필드, 엠마 스톤, 마틴 쉰]","366,199","4,073","1,643","{""1"":1522,""2"":6969,""3"":2599,""4"":21753,""5"":11974,""6"":88534,""7"":40773,""8"":113389,""9"":14427,""10"":64259}"
"My Sassy Girl, 2001, 한국, 로맨틱 코미디, 드라마, 15세 관람가, 2시간 2분",곽재용,"[전지현, 차태현, 현숙희]","521,848","7,223","1,532","{""1"":1479,""2"":7650,""3"":2327,""4"":23106,""5"":10449,""6"":106828,""7"":44037,""8"":184654,""9"":22995,""10"":118323}"
"The Grand Heist, 2012, 한국, 코미디, 액션, 12세 관람가, 2시간 1분",김주호,"[차태현, 오지호, 성동일]","291,698","1,907",820,"{""1"":3329,""2"":15236,""3"":5344,""4"":39005,""5"":16870,""6"":89167,""7"":25588,""8"":63409,""9"":5577,""10"":28173}"
"Marrying The Mafia, 2002, 한국, 로맨틱 코미디, 액션, 15세 관람가, 1시간 55분",정흥순,"[정준호, 김정은, 유동근]","96,219",219,382,"{""1"":1546,""2"":12635,""3"":1801,""4"":18546,""5"":4288,""6"":31658,""7"":4781,""8"":16747,""9"":439,""10"":3778}"
"Marrying The Mafia II: Gamunui Wigi, 2005, 한국, 코미디, 15세 관람가, 1시간 55분",정용기,"[신현준, 김원희, 김수미]","96,499",205,348,"{""1"":2972,""2"":18355,""3"":3068,""4"":23289,""5"":4736,""6"":26537,""7"":3631,""8"":10722,""9"":267,""10"":2922}"
"My Wife Is Gangster, 2001, 한국, 코미디, 액션, 15세 관람가, 1시간 45분",조진규,"[신은경, 박상면, 안재모]","132,009",302,438,"{""1"":3263,""2"":16085,""3"":3825,""4"":28574,""5"":8455,""6"":42357,""7"":7748,""8"":16999,""9"":759,""10"":3944}"
"Memories Of Murder, 2003, 한국, 스릴러, 드라마, 범죄, 15세 관람가, 2시간 12분",봉준호,"[송강호, 김상경, 박해일]","444,483","18,595","2,685","{""1"":868,""2"":4636,""3"":964,""4"":10068,""5"":4010,""6"":54166,""7"":27600,""8"":159996,""9"":40152,""10"":142023}"
"The Lord Of The Rings: The Return Of The King, 2003, 뉴질랜드, 미국, 판타지, 액션, 12세 관람가, 3시간 19분",피터 잭슨,"[일라이저 우드, 비고 모텐슨, 이안 맥켈런]","414,806","4,671","1,714","{""1"":1151,""2"":6570,""3"":1126,""4"":12171,""5"":3971,""6"":51167,""7"":20815,""8"":120551,""9"":28800,""10"":168484}"
"Swiri, 1998, 한국, 액션, 로맨스/멜로, 드라마, 15세 관람가, 1시간 55분",강제규,"[한석규, 최민식, 송강호]","229,310","8,182",666,"{""1"":499,""2"":2942,""3"":807,""4"":9780,""5"":4044,""6"":52934,""7"":22697,""8"":91123,""9"":9642,""10"":34842}"
"Friend, 2001, 한국, 범죄, 액션, 드라마, 청소년 관람불가, 1시간 55분",곽경택,"[유오성, 장동건, 기주봉]","363,653","6,959",901,"{""1"":1587,""2"":7865,""3"":2067,""4"":19400,""5"":7182,""6"":71911,""7"":26033,""8"":118161,""9"":16011,""10"":93436}"
"Silmido, 2003, 한국, 액션, 전쟁, , 스릴러, 15세 관람가, 2시간 15분",강우석,"[설경구, 안성기, 정재영]","435,435","4,271",864,"{""1"":1882,""2"":9172,""3"":2505,""4"":24094,""5"":10003,""6"":98040,""7"":38245,""8"":152691,""9"":18338,""10"":80465}"
"TaeGukGi: Brotherhood Of War, 2003, 한국, 전쟁, 드라마, 액션, 15세 관람가, 2시간 25분",강제규,"[장동건, 원빈, 이은주]","558,934","3,872","1,311","{""1"":1614,""2"":8362,""3"":2352,""4"":24051,""5"":9718,""6"":102782,""7"":42770,""8"":190456,""9"":30803,""10"":146026}"
"The Man from Nowhere, 2010, 한국, 액션, 범죄, 드라마, 청소년 관람불가, 1시간 59분",이정범,"[원빈, 김새론, 김태훈]","669,838","7,091","2,726","{""1"":1652,""2"":7033,""3"":2963,""4"":22685,""5"":14076,""6"":113359,""7"":57574,""8"":219030,""9"":37375,""10"":194091}"
"The Dark Knight Rises, 2012, 미국, 영국, 판타지, 액션, 15세 관람가, 2시간 44분",크리스토퍼 놀란,"[하인스 워드, 크리스찬 베일, 톰 하디]","493,184","11,337","2,910","{""1"":1043,""2"":4830,""3"":1206,""4"":10951,""5"":5295,""6"":53846,""7"":30629,""8"":153405,""9"":42509,""10"":189470}"
"Welcome To Dongmakgol, 2005, 한국, 코미디, 전쟁, 12세 관람가, 2시간 13분",박광현,"[강혜정, 신하균, 정재영]","519,040","4,429","1,184","{""1"":1458,""2"":6782,""3"":2482,""4"":25300,""5"":12546,""6"":128133,""7"":55778,""8"":190700,""9"":21427,""10"":74434}"
"a werewolf boy, 2012, 한국, 로맨스/멜로, 판타지, 15세 관람가, 2시간 5분",조성희,"[송중기, 박보영, 장영남]","546,333","3,546","2,304","{""1"":5893,""2"":20398,""3"":7585,""4"":48253,""5"":24478,""6"":137341,""7"":50865,""8"":145619,""9"":17069,""10"":88832}"
"The Good, The Bad, The Weird, 2008, 한국, 액션, 코미디, 15세 관람가, 2시간 19분",김지운,"[송강호, 정우성, 이병헌]","453,633","5,196","1,493","{""1"":2135,""2"":10281,""3"":3790,""4"":35486,""5"":17071,""6"":131004,""7"":50570,""8"":138293,""9"":13536,""10"":51467}"
"The Avengers, 2012, 미국, 판타지, 액션, 12세 관람가, 2시간 22분",조스 웨던,"[로버트 다우니 주니어, 크리스 헴스워스, 스칼렛 요한슨]","607,601","7,704","2,974","{""1"":1705,""2"":8082,""3"":2293,""4"":19732,""5"":9164,""6"":82626,""7"":45081,""8"":188921,""9"":42617,""10"":207380}"
"The Berlin File, 2012, 한국, 액션, 스릴러, 15세 관람가, 2시간 ",류승완,"[하정우, 전지현, 한석규]","399,672","10,419","2,330","{""1"":1876,""2"":7858,""3"":3822,""4"":28382,""5"":17232,""6"":108951,""7"":51469,""8"":122862,""9"":13327,""10"":43894}"
"Sunny, 2011, 한국, 코미디, 드라마, 15세 관람가, 2시간 4분",강형철,"[강승연, 김창후, 손혜선]","735,037","4,765","2,250","{""1"":1735,""2"":7206,""3"":2773,""4"":22228,""5"":13479,""6"":119382,""7"":66864,""8"":261018,""9"":44691,""10"":195661}"
"Transformers: Revenge Of The Fallen, 2009, 미국, SF, 액션, 12세 관람가, 2시간 29분",마이클 베이,"[휴고 위빙, 피터 쿨렌, 안소니 앤더슨]","434,611","1,387","1,165","{""1"":3132,""2"":11588,""3"":4465,""4"":29448,""5"":14440,""6"":94312,""7"":34273,""8"":126691,""9"":12822,""10"":103440}"
"Take Off, 2009, 한국, 코미디, 드라마, 12세 관람가, 2시간 17분",김용화,"[하정우, 성동일, 김지석]","599,345","2,388","1,514","{""1"":1929,""2"":7782,""3"":3394,""4"":26555,""5"":16476,""6"":130039,""7"":60025,""8"":207444,""9"":27647,""10"":118054}"
"Haeundae, 2009, 한국, 드라마, SF, 12세 관람가, 2시간 ",윤제균,"[설경구, 엄정화, 박중훈]","606,497","1,441","1,859","{""1"":9289,""2"":28242,""3"":10270,""4"":65440,""5"":29755,""6"":168067,""7"":52145,""8"":152374,""9"":15737,""10"":75178}"
